"timestamp","source","message","IPAddress","SonicwallMsg","dst","dst_port"
"2025-02-23T15:27:22.928Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:27:22"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=870315 src=192.168.174.246:50369:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:41:4f dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.246","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:28:25.592Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:28:24"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=870445 src=192.168.174.7:50897:X5-V174 dst=35.162.239.174:443:X21 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/https uuid=""00000000-0000-008d-0700-18c2410285f2"" rule=""My Rule_116"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","35.162.239.174","443"
"2025-02-23T15:29:23.984Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:29:24"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=870555 src=192.168.174.9:59242:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:30:24.059Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:30:24"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=870668 src=192.168.174.246:50409:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:41:4f dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.246","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:31:26.362Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:31:26"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=870749 src=192.168.174.9:59268:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:32:42.441Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:32:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=870857 src=192.168.174.246:50435:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:41:4f dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.246","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:33:31.725Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:33:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=870968 src=10.13.6.120:60590:X0 dst=52.35.162.27:443:X21 srcMac=c0:3f:d5:62:fa:f9 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.120","TCP packet dropped","52.35.162.27","443"
"2025-02-23T15:34:26.982Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:34:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=871069 src=192.168.174.9:59319:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:35:27.177Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:35:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=871230 src=192.168.174.246:50476:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:41:4f dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.246","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:36:29.315Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:36:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=871358 src=10.13.6.115:62824:X0 dst=50.112.130.23:443:X21 srcMac=c0:3f:d5:62:fd:ea dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.115","TCP packet dropped","50.112.130.23","443"
"2025-02-23T15:37:26.981Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:37:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=871489 src=10.13.6.115:62831:X0 dst=13.107.42.16:443:X21 srcMac=c0:3f:d5:62:fd:ea dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.115","TCP packet dropped","13.107.42.16","443"
"2025-02-23T15:38:27.188Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:38:27"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=871638 src=192.168.174.7:50966:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:39:29.081Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:39:29"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=871775 src=192.168.174.9:59397:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:40:29.503Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:40:29"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=871908 src=192.168.174.7:50979:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:41:33.568Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:41:33"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=872050 src=192.168.174.9:59425:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:42:37.476Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:42:33"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872176 src=10.13.6.120:60617:X0 dst=20.73.194.208:443:X21 srcMac=c0:3f:d5:62:fa:f9 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.120","TCP packet dropped","20.73.194.208","443"
"2025-02-23T15:43:33.067Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:43:33"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872296 src=10.13.6.125:61924:X0 dst=100.20.76.137:443:X21 srcMac=c0:3f:d5:63:01:51 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.125","TCP packet dropped","100.20.76.137","443"
"2025-02-23T15:44:33.259Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:44:33"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=872423 src=192.168.174.9:59472:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:45:33.199Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:45:33"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872579 src=192.168.174.7:51014:X5-V174 dst=35.162.239.174:443:X21 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/https uuid=""00000000-0000-008d-0700-18c2410285f2"" rule=""My Rule_116"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","35.162.239.174","443"
"2025-02-23T15:46:35.882Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:46:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872690 src=10.13.6.125:61951:X0 dst=13.74.129.92:443:X21 srcMac=c0:3f:d5:63:01:51 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.125","TCP packet dropped","13.74.129.92","443"
"2025-02-23T15:47:35.034Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:47:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872816 src=10.13.6.125:61956:X0 dst=13.74.129.92:443:X21 srcMac=c0:3f:d5:63:01:51 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.125","TCP packet dropped","13.74.129.92","443"
"2025-02-23T15:48:58.593Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:48:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=872948 src=10.13.6.125:61967:X0 dst=13.74.129.92:443:X21 srcMac=c0:3f:d5:63:01:51 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.125","TCP packet dropped","13.74.129.92","443"
"2025-02-23T15:49:35.319Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:49:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49345 appName='Service DCE EndPoint' n=873060 src=192.168.174.9:59550:X5-V174 dst=192.168.172.47:135:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/135 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.47","135"
"2025-02-23T15:50:35.058Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:50:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=873171 src=192.168.174.11:61146:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:6c:d9 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.11","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:51:34.989Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:51:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=873290 src=10.13.6.122:55937:X0 dst=51.104.136.2:443:X21 srcMac=68:1d:ef:3b:f0:d2 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.122","TCP packet dropped","51.104.136.2","443"
"2025-02-23T15:52:35.879Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:52:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=873389 src=192.168.174.9:59589:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:53:35.894Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:53:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=873485 src=192.168.174.7:51069:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:54:35.008Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:54:35"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=873617 src=192.168.174.246:50729:X5-V174 dst=192.168.172.13:1515:X8-V172 srcMac=00:50:56:b7:41:4f dstMac=1a:c2:41:02:85:f7 proto=tcp/1515 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.246","TCP packet dropped","192.168.172.13","1515"
"2025-02-23T15:55:36.003Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:55:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=873713 src=10.13.6.120:60639:X0 dst=54.68.92.116:443:X21 srcMac=c0:3f:d5:62:fa:f9 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.120","TCP packet dropped","54.68.92.116","443"
"2025-02-23T15:56:39.641Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:56:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=873814 src=192.168.174.7:51091:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:57:36.096Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:57:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=873926 src=10.13.6.125:61985:X0 dst=40.127.240.158:443:X21 srcMac=c0:3f:d5:63:01:51 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.125","TCP packet dropped","40.127.240.158","443"
"2025-02-23T15:58:36.173Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:58:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874016 src=192.168.174.9:59688:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T15:59:36.002Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 16:59:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874151 src=192.168.174.7:51112:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:00:36.016Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:00:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=874278 src=10.13.6.122:55947:X0 dst=52.123.128.14:443:X21 srcMac=68:1d:ef:3b:f0:d2 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.122","TCP packet dropped","52.123.128.14","443"
"2025-02-23T16:02:14.434Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:01:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874375 src=192.168.174.9:59748:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:02:36.032Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:02:36"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874470 src=192.168.174.7:51131:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:03:39.950Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:03:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874570 src=192.168.174.9:59782:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:04:39.388Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:04:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874682 src=192.168.174.7:51146:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:05:39.092Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:05:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=874774 src=10.13.6.122:55950:X0 dst=52.123.129.14:443:X21 srcMac=68:1d:ef:3b:f0:d2 dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.122","TCP packet dropped","52.123.129.14","443"
"2025-02-23T16:06:39.126Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:06:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874890 src=192.168.174.9:59827:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:07:38.891Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:07:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=874995 src=192.168.174.7:51167:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:08:41.664Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:08:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49177 appName='General HTTPS' n=875185 src=10.13.6.115:62911:X0 dst=20.189.173.20:443:X21 srcMac=c0:3f:d5:62:fd:ea dstMac=1a:c2:41:02:85:f2 proto=tcp/https uuid=""00000000-0000-0033-0700-18c2410285f2"" rule=""Sense accés a Internet_223"" note=""TCP Flag(s): SYN"" fw_action=""drop""","10.13.6.115","TCP packet dropped","20.189.173.20","443"
"2025-02-23T16:10:07.845Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:09:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=875427 src=192.168.174.9:59881:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:78:a2 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""0b0e8246-ced9-fc9b-0700-18c2410285f2"" rule=""Default Access Rule_686"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.9","TCP packet dropped","192.168.172.13","1514"
"2025-02-23T16:10:38.912Z","192.168.172.252","id=Sonicwall_STV_NSA4700 sn=18C2410285F2 time=""2025-02-23 17:10:39"" fw=192.168.61.2 pri=5 c=64 m=36 msg=""TCP packet dropped"" app=49368 appName='Service RPC Services' n=875649 src=192.168.174.7:51187:X5-V174 dst=192.168.172.13:1514:X8-V172 srcMac=00:50:56:b7:d2:14 dstMac=1a:c2:41:02:85:f7 proto=tcp/1514 uuid=""00000000-0000-008c-0700-18c2410285f2"" rule=""My Rule_121"" note=""TCP Flag(s): SYN"" fw_action=""drop""","192.168.174.7","TCP packet dropped","192.168.172.13","1514"
